output:tensor([[-0.4122]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3948]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3824]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3972]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3987]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3812]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3816]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3946]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3786]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4046]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3826]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3784]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3821]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3715]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3721]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3758]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3788]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3819]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3737]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3719]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3647]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3944]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3777]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3781]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3763]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3745]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3757]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3648]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3731]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3870]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3571]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3755]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3613]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3643]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3617]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3773]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3524]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3321]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3523]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3466]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3651]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3560]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3690]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3415]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3394]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3530]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3732]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3386]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3467]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3484]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3432]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3462]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3576]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3283]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3219]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3313]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3359]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3274]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3338]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3311]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3468]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3181]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3237]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3256]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3160]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3228]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3249]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3049]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3148]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3188]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3234]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3189]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3048]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3127]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2935]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2899]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3084]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2979]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3027]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2941]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3211]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2964]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2952]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2969]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2940]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2958]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2894]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2955]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2814]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2870]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2803]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2824]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2767]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2849]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2812]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2745]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2943]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2754]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2757]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2653]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2601]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2721]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2617]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2681]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2739]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2584]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2611]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2822]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2461]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2636]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2535]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2589]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2555]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2478]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2569]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2360]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2521]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2513]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2393]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2431]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2420]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2561]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2374]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2333]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2318]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2403]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2326]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2190]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2328]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2332]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2324]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2117]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2241]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2288]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2179]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2342]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2191]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2162]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2123]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2119]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2150]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2055]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2076]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2057]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2040]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2070]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2124]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2064]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1944]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1953]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1981]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2007]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1910]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1970]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1927]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1852]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1794]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1823]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1894]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1865]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1757]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1790]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1779]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1775]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1706]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1698]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1708]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1742]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1695]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1850]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1656]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1631]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1568]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1640]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1648]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1695]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1591]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1549]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1600]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1515]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1488]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1487]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1559]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1501]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1451]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1379]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1402]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1305]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1363]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1346]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1356]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1343]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1286]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1330]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1316]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1302]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1264]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1160]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1265]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1189]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1302]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1165]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1169]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1173]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1109]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1095]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1129]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1155]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1065]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0991]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0998]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1016]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0996]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1004]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0993]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0961]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0927]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0950]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0992]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0839]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0862]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0918]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0769]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0861]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0814]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0774]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0800]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0784]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0673]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0777]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0688]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0694]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0754]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0675]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0659]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0655]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0619]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0568]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0688]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0617]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0591]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0581]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0551]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0510]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0454]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0531]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0505]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0440]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0466]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0476]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0388]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0435]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0361]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0357]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0390]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0356]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0321]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0299]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0302]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0321]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0331]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0267]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0249]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0245]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0164]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0138]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0208]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0161]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0167]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0189]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0093]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0087]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0068]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0090]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0038]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0039]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0013]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0012]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0016]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0013]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0006]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0009]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0062]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0023]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0100]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0036]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0106]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0110]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0122]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0155]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0155]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0145]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0191]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0231]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0249]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0229]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0237]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0258]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0283]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0331]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0324]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0329]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0374]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0357]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0394]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0391]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0405]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0411]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0441]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0463]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0440]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0499]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0508]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0518]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0529]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0551]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0543]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0564]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0623]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0619]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0630]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0643]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0669]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0658]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0682]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0697]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0707]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0733]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0723]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0761]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0783]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0784]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0805]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0800]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0827]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0856]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0849]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0869]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0884]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0903]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0911]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0923]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0946]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0963]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0973]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0985]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1002]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1028]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1030]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1042]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1069]], device='cuda:0', grad_fn=<AddmmBackward0>)
