Epoch 1/100, Train Loss: 0.6933, Test Loss: 0.6818, Train Accuracy: 0.5058, Train Precision: 0.4119, Train Recall: 0.4748, Train F1 Score: 0.4411, Train AUC-ROC: 0.5152, Test Accuracy: 0.5987, Test Precision: 0.0164, Test Recall: 0.5000, Test F1 Score: 0.0317, Test AUC-ROC: 0.6121
Epoch 82/100, Train Loss: 0.5715, Test Loss: 0.6226, Train Accuracy: 0.7207, Train Precision: 0.7016, Train Recall: 0.7065, Train F1 Score: 0.7040, Train AUC-ROC: 0.7752, Test Accuracy: 0.6776, Test Precision: 0.5246, Test Recall: 0.6154, Test F1 Score: 0.5664, Test AUC-ROC: 0.6841

Epoch 83/100, Train Loss: 0.5557, Test Loss: 0.6349, Train Accuracy: 0.7157, Train Precision: 0.7033, Train Recall: 0.6984, Train F1 Score: 0.7009, Train AUC-ROC: 0.7866, Test Accuracy: 0.6513, Test Precision: 0.3279, Test Recall: 0.6250, Test F1 Score: 0.4301, Test AUC-ROC: 0.6908

Epoch 84/100, Train Loss: 0.5546, Test Loss: 0.6366, Train Accuracy: 0.7198, Train Precision: 0.7033, Train Recall: 0.7045, Train F1 Score: 0.7039, Train 
AUC-ROC: 0.7891, Test Accuracy: 0.6579, Test Precision: 0.6721, Test Recall: 0.5616, Test F1 Score: 0.6119, Test AUC-ROC: 0.6959

Epoch 85/100, Train Loss: 0.5683, Test Loss: 0.6264, Train Accuracy: 0.7132, Train Precision: 0.7068, Train Recall: 0.6935, Train F1 Score: 0.7001, Train AUC-ROC: 0.7774, Test Accuracy: 0.6579, Test Precision: 0.6721, Test Recall: 0.5616, Test F1 Score: 0.6119, Test AUC-ROC: 0.7073

Epoch 86/100, Train Loss: 0.5500, Test Loss: 0.6270, Train Accuracy: 0.7256, Train Precision: 0.7155, Train Recall: 0.7081, Train F1 Score: 0.7118, Train AUC-ROC: 0.7949, Test Accuracy: 0.6711, Test Precision: 0.3934, Test Recall: 0.6486, Test F1 Score: 0.4898, Test AUC-ROC: 0.6848

Epoch 87/100, Train Loss: 0.5600, Test Loss: 0.6204, Train Accuracy: 0.7165, Train Precision: 0.7173, Train Recall: 0.6943, Train F1 Score: 0.7056, Train AUC-ROC: 0.7835, Test Accuracy: 0.6645, Test Precision: 0.5082, Test Recall: 0.5962, Test F1 Score: 0.5487, Test AUC-ROC: 0.6848

Epoch 88/100, Train Loss: 0.5530, Test Loss: 0.6361, Train Accuracy: 0.7207, Train Precision: 0.7016, Train Recall: 0.7065, Train F1 Score: 0.7040, Train AUC-ROC: 0.7930, Test Accuracy: 0.6579, Test Precision: 0.3279, Test Recall: 0.6452, Test F1 Score: 0.4348, Test AUC-ROC: 0.6745

Epoch 89/100, Train Loss: 0.5604, Test Loss: 0.6271, Train Accuracy: 0.7182, Train Precision: 0.6928, Train Recall: 0.7064, Train F1 Score: 0.6996, Train AUC-ROC: 0.7836, Test Accuracy: 0.6250, Test Precision: 0.5574, Test Recall: 0.5312, Test F1 Score: 0.5440, Test AUC-ROC: 0.6793

Epoch 90/100, Train Loss: 0.5660, Test Loss: 0.6163, Train Accuracy: 0.7116, Train Precision: 0.7051, Train Recall: 0.6918, Train F1 Score: 0.6984, Train AUC-ROC: 0.7784, Test Accuracy: 0.6579, Test Precision: 0.5574, Test Recall: 0.5763, Test F1 Score: 0.5667, Test AUC-ROC: 0.6929

Epoch 91/100, Train Loss: 0.5560, Test Loss: 0.6158, Train Accuracy: 0.7207, Train Precision: 0.7138, Train Recall: 0.7015, Train F1 Score: 0.7076, Train AUC-ROC: 0.7872, Test Accuracy: 0.6711, Test Precision: 0.5574, Test Recall: 0.5965, Test F1 Score: 0.5763, Test AUC-ROC: 0.6974

Epoch 92/100, Train Loss: 0.5555, Test Loss: 0.6440, Train Accuracy: 0.7223, Train Precision: 0.6981, Train Recall: 0.7105, Train F1 Score: 0.7042, Train AUC-ROC: 0.7891, Test Accuracy: 0.6184, Test Precision: 0.6066, Test Recall: 0.5211, Test F1 Score: 0.5606, Test AUC-ROC: 0.6842

Epoch 93/100, Train Loss: 0.5517, Test Loss: 0.6780, Train Accuracy: 0.7355, Train Precision: 0.6963, Train Recall: 0.7321, Train F1 Score: 0.7138, Train AUC-ROC: 0.7945, Test Accuracy: 0.5789, Test Precision: 0.7377, Test Recall: 0.4839, Test F1 Score: 0.5844, Test AUC-ROC: 0.6874

Epoch 94/100, Train Loss: 0.5597, Test Loss: 0.6233, Train Accuracy: 0.7190, Train Precision: 0.6981, Train Recall: 0.7055, Train F1 Score: 0.7018, Train AUC-ROC: 0.7865, Test Accuracy: 0.6579, Test Precision: 0.5410, Test Recall: 0.5789, Test F1 Score: 0.5593, Test AUC-ROC: 0.6958

Epoch 95/100, Train Loss: 0.5547, Test Loss: 0.6251, Train Accuracy: 0.7165, Train Precision: 0.7086, Train Recall: 0.6976, Train F1 Score: 0.7030, Train AUC-ROC: 0.7893, Test Accuracy: 0.6645, Test Precision: 0.4262, Test Recall: 0.6190, Test F1 Score: 0.5049, Test AUC-ROC: 0.6999

Epoch 96/100, Train Loss: 0.5473, Test Loss: 0.6200, Train Accuracy: 0.7331, Train Precision: 0.7155, Train Recall: 0.7193, Train F1 Score: 0.7174, Train AUC-ROC: 0.7969, Test Accuracy: 0.6645, Test Precision: 0.4918, Test Recall: 0.6000, Test F1 Score: 0.5405, Test AUC-ROC: 0.6974

Epoch 97/100, Train Loss: 0.5590, Test Loss: 0.6280, Train Accuracy: 0.7190, Train Precision: 0.7033, Train Recall: 0.7033, Train F1 Score: 0.7033, Train AUC-ROC: 0.7853, Test Accuracy: 0.6513, Test Precision: 0.5082, Test Recall: 0.5741, Test F1 Score: 0.5391, Test AUC-ROC: 0.6867

Epoch 98/100, Train Loss: 0.5536, Test Loss: 0.6464, Train Accuracy: 0.7281, Train Precision: 0.7208, Train Recall: 0.7096, Train F1 Score: 0.7152, Train AUC-ROC: 0.7919, Test Accuracy: 0.6513, Test Precision: 0.3443, Test Recall: 0.6176, Test F1 Score: 0.4421, Test AUC-ROC: 0.6896

Epoch 99/100, Train Loss: 0.5564, Test Loss: 0.6252, Train Accuracy: 0.7157, Train Precision: 0.6981, Train Recall: 0.7005, Train F1 Score: 0.6993, Train AUC-ROC: 0.7895, Test Accuracy: 0.6645, Test Precision: 0.4262, Test Recall: 0.6190, Test F1 Score: 0.5049, Test AUC-ROC: 0.6927

Epoch 100/100, Train Loss: 0.5505, Test Loss: 0.6372, Train Accuracy: 0.7322, Train Precision: 0.7033, Train Recall: 0.7235, Train F1 Score: 0.7133, Train AUC-ROC: 0.7963, Test Accuracy: 0.6316, Test Precision: 0.6066, Test Recall: 0.5362, Test F1 Score: 0.5692, Test AUC-ROC: 0.6975
